ano,municipio,num_vitimas,num_vitimas_abs,duracao_vitimacao_1_6_m,duracao_vitimacao_7_12_m,duracao_vitimacao_2_6_a,duracao_vitimacao_7_11_a,duracao_vitimacao_12_25_a,26_40_anos,40_mais_anos,rel_agr_conjuge,rel_agr_companheiro,rel_agr_filho,rel_agr_ex_companheiro,rel_agr_progenitor,rel_agr_outro,vitima_0_10,vitima_11_17,vitima_18_25,vitima_26_35,vitima_36_45,vitima_46_55,vitima_56_64,vitima_65+,autor_crime_0_17,autor_crime_18_25,autor_crime_26_35,autor_crime_36_45,autor_crime_46_55,autor_crime_56_64,autor_crime_65+,vitimas_feminino,vitimas_masculino,autor_crime_feminino,autor_crime_masculino,vitima_casado,vitima_divorciado,vitima_separado,vitima_solteiro,vitima_uniao_de_facto,vitima_viuvo,autor_crime_casado,autor_crime_divorciado,autor_crime_separado,autor_crime_solteiro,autor_crime_uniao_de_facto,autor_crime_viuvo,vitima_alargada,vitima_individuo_isolado,vitima_monoparental,vitima_nuclear_com_filhos,vitima_nuclear_sem_filhos,vitima_reconstruida,vitima_outro,autor_crime_desempregado,autor_crime_empregado,autor_crime_estudante,autor_crime_reformado,autor_crime_domestico,autor_crime_incapacitado,autor_crime_outro,codigo_municipio
2015,Corvo,20,20,1,1,3,1,2,1,0,7,3,2,2,2,4,1,1,1,2,4,2,1,2,0,1,2,3,2,1,1,17,3,3,17,7,2,1,4,2,1,7,1,1,2,3,0,1,2,2,8,1,1,0,5,10,0,2,0,0,0,4901
2015,Calheta [R.A.M.],38,38,2,2,6,2,3,1,0,13,6,4,4,3,8,2,2,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,3,2,8,4,1,14,3,2,4,5,0,2,3,4,16,2,2,0,10,18,1,4,0,0,1,3101
2015,Câmara de Lobos,33,33,1,2,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,28,5,4,28,11,3,2,7,4,1,12,2,2,3,5,0,2,3,4,14,2,2,0,9,16,1,4,0,0,1,3102
2015,Funchal,40,40,2,2,7,2,3,2,0,13,6,4,4,3,8,2,2,2,5,7,5,3,4,0,1,3,6,4,2,2,34,5,5,34,13,3,2,8,5,1,14,3,2,4,5,0,2,3,5,16,2,2,0,10,19,1,4,0,1,1,3103
2015,Machico,9,9,0,1,2,1,1,0,0,3,1,1,1,1,2,1,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,0,2,1,0,3,1,0,1,1,0,1,1,1,4,1,1,0,2,4,0,1,0,0,0,3104
2015,Ponta do Sol,22,22,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0,3105
2015,Porto Moniz,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,1,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,0,5,1,1,2,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0,3106
2015,Ribeira Brava,48,48,2,3,8,3,4,2,0,16,8,5,5,4,10,3,2,3,6,8,6,3,5,0,2,4,7,5,3,2,42,7,6,42,16,4,3,10,6,1,18,4,3,5,7,0,3,4,6,20,3,3,0,13,23,1,5,0,1,1,3107
2015,Santa Cruz,29,29,1,2,5,2,2,1,0,10,5,3,3,2,6,2,1,2,4,5,3,2,3,0,1,3,4,3,2,1,25,4,4,25,10,2,2,6,3,1,11,2,2,3,4,0,2,2,3,12,2,2,0,8,14,1,3,0,0,1,3108
2015,Santana,22,22,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0,3109
2015,São Vicente,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,1,0,1,1,2,2,1,1,13,2,2,12,5,1,1,3,2,0,5,1,1,2,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0,3110
2015,Porto Santo,12,12,0,1,2,1,1,0,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,4,1,1,1,2,0,1,1,1,5,1,1,0,3,6,0,1,0,0,0,3201
2016,Arcos de Valdevez,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,2,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,1601
2016,Caminha,32,32,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,4,2,2,28,4,4,28,10,3,2,6,4,1,11,2,2,3,4,0,1,3,4,13,2,2,0,5,11,0,2,0,0,0,1602
2016,Melgaço,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,1603
2016,Monção,22,22,1,1,3,1,1,1,0,7,3,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,8,1,1,0,3,7,0,2,0,0,0,1604
2016,Paredes de Coura,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1605
2016,Ponte da Barca,11,11,1,1,2,1,1,0,0,4,2,1,1,1,2,0,0,1,1,2,2,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,4,1,1,1,1,0,1,1,1,5,1,1,0,2,4,0,1,0,0,0,1606
2016,Ponte de Lima,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0,1607
2016,Valença,43,43,2,3,6,3,3,2,0,14,7,5,4,4,9,2,2,2,6,8,6,3,5,0,2,4,6,5,3,2,37,6,6,37,14,4,2,8,5,2,15,3,2,5,5,0,2,4,5,17,3,3,0,7,15,1,3,0,0,1,1608
2016,Viana do Castelo,18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,1609
2016,Vila Nova de Cerveira,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1610
2016,Amares,33,33,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,5,2,3,0,1,3,5,4,2,2,28,4,4,28,10,3,2,6,4,1,11,2,2,4,4,0,2,3,4,13,2,2,0,5,11,0,2,0,0,0,301
2016,Barcelos,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,302
2016,Braga,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,34,5,5,34,13,4,2,7,4,1,14,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1,303
2016,Esposende,13,13,1,1,2,1,1,1,0,4,2,1,1,1,3,1,0,1,2,2,2,1,1,0,0,1,2,1,1,1,12,2,2,12,4,1,1,3,2,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,5,0,1,0,0,0,306
2016,Terras de Bouro,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0,310
2016,Vila Verde,24,24,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,313
2016,Cabeceiras de Basto,24,24,1,1,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,3,0,1,2,3,3,1,1,21,3,3,21,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,304
2016,Fafe,19,19,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,307
2016,Guimarães,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,4,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1,308
2016,Mondim de Basto,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1705
2016,Póvoa de Lanhoso,15,15,1,1,2,1,1,1,0,5,2,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,309
2016,Vieira do Minho,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,311
2016,Vila Nova de Famalicão,18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,312
2016,Vizela,16,16,1,1,2,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0,314
2016,Arouca,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,104
2016,Espinho,30,30,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,107
2016,Gondomar,10,10,1,1,1,1,1,0,0,3,2,1,1,1,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,1,2,1,0,3,1,0,1,1,0,0,1,1,4,1,1,0,2,3,0,1,0,0,0,1304
2016,Maia,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,4,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1,1306
2016,Matosinhos,37,37,2,2,5,2,3,1,0,12,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,5,4,2,2,32,5,5,32,12,3,2,7,4,1,13,3,2,4,5,0,2,3,4,15,2,2,0,6,13,0,3,0,0,0,1308
2016,Oliveira de Azeméis,31,31,2,2,5,2,2,1,0,10,5,3,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,3,2,2,27,4,4,27,10,3,2,6,3,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,11,0,2,0,0,0,113
2016,Paredes,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1310
2016,Porto,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1312
2016,Póvoa de Varzim,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313
2016,Santa Maria da Feira,14,14,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,12,2,2,12,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,109
2016,Santo Tirso,28,28,2,2,4,2,2,1,0,9,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,2,4,3,2,1,24,4,4,24,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0,1314
2016,São João da Madeira,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2016,Trofa,9,9,0,1,1,1,1,0,0,3,1,1,1,1,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,0,2,1,0,3,1,0,1,1,0,0,1,1,4,1,1,0,1,3,0,1,0,0,0,1318
2016,Vale de Cambra,17,17,1,1,2,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,119
2016,Valongo,21,21,1,1,3,1,1,1,0,7,3,2,2,2,4,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,8,1,1,0,3,7,0,2,0,0,0,1315
2016,Vila do Conde,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1316
2016,Vila Nova de Gaia,32,32,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,4,2,2,27,4,4,27,10,3,2,6,4,1,11,2,2,3,4,0,1,3,4,13,2,2,0,5,11,0,2,0,0,0,1317
2016,Boticas,38,38,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,3,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1,1702
2016,Chaves,22,22,1,1,3,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1703
2016,Montalegre,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1706
2016,Ribeira de Pena,22,22,1,1,3,1,1,1,0,7,3,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,9,1,1,0,3,7,0,2,0,0,0,1709
2016,Valpaços,15,15,1,1,2,1,1,1,0,5,2,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,1712
2016,Vila Pouca de Aguiar,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1713
2016,Amarante,31,31,2,2,5,2,2,1,0,10,5,3,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,3,2,2,27,4,4,27,10,3,2,6,4,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,11,0,2,0,0,0,1301
2016,Baião,31,31,2,2,5,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1302
2016,Castelo de Paiva,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,106
2016,Celorico de Basto,35,35,2,2,5,2,2,1,0,12,6,4,4,3,7,1,1,2,5,6,5,3,4,0,1,3,5,4,2,2,30,5,4,30,11,3,2,7,4,1,12,3,2,4,4,0,2,3,4,14,2,2,0,6,12,0,3,0,0,0,305
2016,Cinfães,28,28,1,2,4,2,2,1,0,9,4,3,3,2,6,1,1,2,4,5,4,2,3,0,1,2,4,3,2,1,24,4,4,24,9,3,1,5,3,1,9,2,1,3,3,0,1,2,3,11,2,2,0,4,9,0,2,0,0,0,1804
2016,Felgueiras,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,1303
2016,Lousada,24,24,1,2,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,3,0,1,2,4,3,1,1,21,3,3,21,8,2,1,5,3,1,8,2,1,3,3,0,1,2,3,10,1,1,0,4,8,0,2,0,0,0,1305
2016,Marco de Canaveses,16,16,1,1,2,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,1,1,3,2,1,6,1,1,2,2,0,1,1,2,6,1,1,0,3,6,0,1,0,0,0,1307
2016,Paços de Ferreira,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309
2016,Penafiel,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1311
2016,Resende,44,44,2,3,6,3,3,2,0,15,7,5,4,4,9,2,2,2,6,8,6,3,5,0,2,4,6,5,3,2,38,6,6,38,14,4,2,8,5,2,15,3,2,5,5,0,2,4,5,17,3,3,0,7,15,1,3,0,0,1,1813
2016,Alijó,22,22,1,1,3,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,1701
2016,Armamar,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801
2016,Carrazeda de Ansiães,36,36,2,2,5,2,2,1,0,12,6,4,4,3,8,1,1,2,5,6,5,3,4,0,1,3,5,4,2,2,31,5,5,31,12,3,2,7,4,1,12,3,2,4,4,0,2,3,4,14,2,2,0,6,12,0,3,0,0,0,403
2016,Freixo de Espada à Cinta,27,27,1,2,4,2,2,1,0,9,4,3,3,2,6,1,1,2,4,5,4,2,3,0,1,2,4,3,2,1,23,4,3,23,9,2,1,5,3,1,9,2,1,3,3,0,1,2,3,11,2,2,0,4,9,0,2,0,0,0,404
2016,Lamego,16,16,1,1,2,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,1,1,3,2,1,6,1,1,2,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0,1805
2016,Mesão Frio,22,22,1,1,3,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,7,0,2,0,0,0,1704
2016,Moimenta da Beira,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1807
2016,Murça,22,22,1,1,3,1,1,1,0,7,3,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,9,1,1,0,3,7,0,2,0,0,0,1707
2016,Penedono,20,20,1,1,3,1,1,1,0,7,3,2,2,2,4,1,1,1,3,4,3,1,2,0,1,2,3,2,1,1,17,3,3,17,6,2,1,4,2,1,7,2,1,2,2,0,1,2,2,8,1,1,0,3,7,0,1,0,0,0,1812
2016,Peso da Régua,19,19,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,4,2,1,7,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,1708
2016,Sabrosa,25,25,1,2,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,3,0,1,2,4,3,1,1,21,3,3,21,8,2,1,5,3,1,9,2,1,3,3,0,1,2,3,10,1,1,0,4,8,0,2,0,0,0,1710
2016,Santa Marta de Penaguião,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,1711
2016,São João da Pesqueira,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1815
2016,Sernancelhe,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,1818
2016,Tabuaço,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0,1819
2016,Tarouca,28,28,2,2,4,2,2,1,0,9,4,3,3,2,6,1,1,2,4,5,4,2,3,0,1,2,4,3,2,1,24,4,4,24,9,3,1,5,3,1,10,2,1,3,3,0,1,2,3,11,2,2,0,4,10,0,2,0,0,0,1820
2016,Torre de Moncorvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
2016,Vila Nova de Foz Côa,16,16,1,1,2,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,1,1,3,2,1,6,1,1,2,2,0,1,1,2,6,1,1,0,3,6,0,1,0,0,0,914
2016,Vila Real,40,40,2,2,6,2,3,2,0,13,6,4,4,3,8,2,1,2,5,7,6,3,4,0,1,4,6,4,2,2,35,6,5,35,13,4,2,8,5,1,14,3,2,4,5,0,2,4,5,16,2,2,0,6,14,0,3,0,0,1,1714
2016,Alfândega da Fé,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0,401
2016,Bragança,24,24,1,1,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,3,0,1,2,4,3,1,1,21,3,3,21,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0,402
2016,Macedo de Cavaleiros,34,34,2,2,5,2,2,1,0,11,6,4,3,3,7,1,1,2,4,6,5,3,4,0,1,3,5,4,2,2,30,5,4,30,11,3,2,6,4,1,12,3,2,4,4,0,2,3,4,14,2,2,0,6,12,0,2,0,0,0,405
2016,Miranda do Douro,9,9,1,1,1,1,1,0,0,3,2,1,1,1,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,0,2,1,0,3,1,0,1,1,0,0,1,1,4,1,1,0,2,3,0,1,0,0,0,406
2016,Mirandela,21,21,1,1,3,1,1,1,0,7,3,2,2,2,4,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,2,1,7,2,1,2,3,0,1,2,2,8,1,1,0,3,7,0,1,0,0,0,407
2016,Mogadouro,27,27,1,2,4,2,2,1,0,9,4,3,3,2,6,1,1,1,3,5,4,2,3,0,1,2,4,3,2,1,23,4,3,23,9,2,1,5,3,1,9,2,1,3,3,0,1,2,3,11,2,2,0,4,9,0,2,0,0,0,408
2016,Vila Flor,35,35,2,2,5,2,2,1,0,12,6,4,3,3,7,1,1,2,5,6,5,3,4,0,1,3,5,4,2,2,30,5,4,30,11,3,2,6,4,1,12,3,2,4,4,0,2,3,4,14,2,2,0,6,12,0,2,0,0,0,410
2016,Vimioso,8,8,0,0,1,0,1,0,0,3,1,1,1,1,2,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,7,1,1,7,2,1,0,1,1,0,3,1,0,1,1,0,0,1,1,3,0,0,0,1,3,0,1,0,0,0,411
2016,Vinhais,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0,412
2016,Alcobaça,25,25,1,2,4,1,2,1,0,8,4,3,3,2,5,1,1,1,3,5,4,2,3,0,1,2,4,3,1,1,22,3,3,22,8,2,1,5,3,1,9,2,1,3,3,0,1,2,3,10,2,2,0,4,9,0,2,0,0,0,1001
2016,Alenquer,6,6,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,5,1,1,5,2,1,0,1,1,0,2,0,0,1,1,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,1101
