,,,,duracao_vitimacao,,,,,,,relacao_vitimima_com_agressor,,,,,,idade_vitima,,,,,,,,idade_agressor,,,,,,,sexo_vitima,,sexo_agressor,,estado_civil_vitima,,,,,,estado_civil_agressor,,,,,,tipo_familia_vitima,,,,,,,atividade_economica_agressor,,,,,,
2015,Sousel,7,7,0,0,1,0,1,0,0,2,1,1,1,1,2,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,6,1,1,6,2,1,0,2,1,0,3,1,0,1,1,0,0,1,1,3,0,0,0,2,4,0,1,0,0,0
2015,Alandroal,26,26,1,2,4,2,2,1,0,9,4,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,23,4,3,23,9,2,1,6,3,1,10,2,1,3,4,0,2,2,3,11,2,2,0,7,13,1,3,0,0,1
2015,Arraiolos,24,24,1,2,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,4,3,1,1,21,3,3,21,8,2,1,5,3,1,9,2,1,3,3,0,1,2,3,10,1,2,0,6,12,0,3,0,0,1
2015,Borba,21,21,1,1,4,1,2,1,0,7,3,2,2,2,4,1,1,1,3,4,3,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,5,2,1,8,2,1,2,3,0,1,2,2,9,1,1,0,6,10,0,2,0,0,0
2015,Estremoz,30,30,1,2,5,2,3,1,0,10,5,3,3,3,6,2,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,2,2,6,3,1,11,2,2,3,4,0,2,2,3,12,2,2,0,8,15,1,3,0,0,1
2015,Évora,25,25,1,2,4,2,2,1,0,8,4,3,3,2,5,2,1,2,3,4,3,2,3,0,1,2,4,3,1,1,22,3,3,22,8,2,1,5,3,1,9,2,1,3,3,0,2,2,3,10,2,2,0,7,12,0,3,0,0,1
2015,Montemor-o-Novo,34,34,1,2,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,29,5,4,29,11,3,2,7,4,1,12,2,2,3,5,0,2,3,4,14,2,2,0,9,16,1,4,0,0,1
2015,Mora,29,29,1,2,5,2,2,1,0,10,5,3,3,2,6,2,1,2,4,5,3,2,3,0,1,3,4,3,2,1,25,4,4,25,9,2,2,6,3,1,11,2,2,3,4,0,2,2,3,12,2,2,0,8,14,1,3,0,0,1
2015,Mourão,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Portel,18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,6,1,1,2,2,0,1,1,2,7,1,1,0,5,9,0,2,0,0,0
2015,Redondo,10,10,0,1,2,1,1,0,0,3,2,1,1,1,2,1,0,1,1,2,1,1,1,0,0,1,1,1,1,0,9,1,1,9,3,1,1,2,1,0,4,1,1,1,1,0,1,1,1,4,1,1,0,3,5,0,1,0,0,0
2015,Reguengos de Monsaraz,28,28,1,2,5,2,2,1,0,9,5,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,24,4,4,24,9,2,2,6,3,1,10,2,2,3,4,0,2,2,3,12,2,2,0,7,14,1,3,0,0,1
2015,Vendas Novas,26,26,1,2,4,2,2,1,0,9,4,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,23,4,3,23,9,2,1,6,3,1,10,2,1,3,4,0,2,2,3,11,2,2,0,7,13,1,3,0,0,1
2015,Viana do Alentejo,24,24,1,2,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,21,3,3,21,8,2,1,5,3,1,9,2,1,2,3,0,1,2,3,10,1,1,0,6,12,0,3,0,0,1
2015,Vila Viçosa,31,31,1,2,5,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,3,2,1,27,4,4,27,10,2,2,7,4,1,11,2,2,3,4,0,2,2,4,13,2,2,0,8,15,1,3,0,0,1
2015,Albufeira,19,19,1,1,3,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,6,1,1,4,2,1,7,1,1,2,3,0,1,1,2,8,1,1,0,5,9,0,2,0,0,0
2015,Alcoutim,13,13,1,1,2,1,1,0,0,4,2,1,1,1,3,1,1,1,2,2,2,1,1,0,0,1,2,1,1,1,11,2,2,11,4,1,1,3,1,0,5,1,1,1,2,0,1,1,1,5,1,1,0,3,6,0,1,0,0,0
2015,Aljezur,24,24,1,2,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,4,3,1,1,21,3,3,21,8,2,1,5,3,1,9,2,1,2,3,0,1,2,3,10,1,1,0,6,12,0,3,0,0,1
2015,Castro Marim,36,36,1,2,6,2,3,1,0,12,6,4,4,3,8,2,2,2,4,6,4,2,4,0,1,3,5,4,2,2,31,5,5,31,12,3,2,8,4,1,13,3,2,4,5,0,2,3,4,15,2,2,0,9,17,1,4,0,0,1
2015,Faro,28,28,1,2,5,2,2,1,0,9,5,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,24,4,4,24,9,2,2,6,3,1,10,2,2,3,4,0,2,2,3,12,2,2,0,7,14,1,3,0,0,1
2015,Lagoa,30,30,1,2,5,2,2,1,0,10,5,3,3,3,6,2,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,2,2,6,3,1,11,2,2,3,4,0,2,2,3,12,2,2,0,8,14,1,3,0,0,1
2015,Lagos,19,19,1,1,3,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,4,2,1,7,1,1,2,3,0,1,2,2,8,1,1,0,5,9,0,2,0,0,0
2015,Loulé,14,14,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,12,2,2,12,5,1,1,3,2,0,5,1,1,1,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0
2015,Monchique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Olhão,16,16,1,1,3,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,1,1,3,2,0,6,1,1,2,2,0,1,1,2,7,1,1,0,4,8,0,2,0,0,0
2015,Portimão,16,16,1,1,3,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,1,1,3,2,0,6,1,1,2,2,0,1,1,2,7,1,1,0,4,8,0,2,0,0,0
2015,São Brás de Alportel,4,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,1,1,4,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0
2015,Silves,23,23,1,1,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,8,2,1,2,3,0,1,2,3,10,1,1,0,6,11,0,3,0,0,1
2015,Tavira,32,32,1,2,5,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,28,4,4,28,11,3,2,7,4,1,12,2,2,3,4,0,2,3,4,13,2,2,0,9,16,1,4,0,0,1
2015,Vila do Bispo,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,7,1,1,0,5,9,0,2,0,0,0
2015,Vila Real de Santo António,17,17,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,6,1,1,2,2,0,1,1,2,7,1,1,0,5,8,0,2,0,0,0
2015,Vila do Porto,32,32,1,2,5,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,27,4,4,27,10,3,2,7,4,1,12,2,2,3,4,0,2,3,4,13,2,2,0,8,15,1,4,0,0,1
2015,Lagoa [R.A.A.],22,22,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0
2015,Nordeste,18,18,1,1,3,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,8,1,1,0,5,9,0,2,0,0,0
2015,Ponta Delgada,20,20,1,1,3,1,2,1,0,7,3,2,2,2,4,1,1,1,2,4,2,1,2,0,1,2,3,2,1,1,17,3,3,17,7,2,1,4,2,1,7,1,1,2,3,0,1,2,2,8,1,1,0,5,10,0,2,0,0,0
2015,Povoação,10,10,0,1,2,1,1,0,0,3,2,1,1,1,2,1,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,1,2,1,0,4,1,1,1,1,0,1,1,1,4,1,1,0,3,5,0,1,0,0,0
2015,Ribeira Grande,13,13,1,1,2,1,1,1,0,4,2,1,1,1,3,1,1,1,2,2,2,1,1,0,0,1,2,1,1,1,11,2,2,11,4,1,1,3,1,0,5,1,1,1,2,0,1,1,1,5,1,1,0,3,6,0,1,0,0,0
2015,Vila Franca do Campo,33,33,1,2,5,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,28,4,4,28,11,3,2,7,4,1,12,2,2,3,4,0,2,3,4,13,2,2,0,9,16,1,4,0,0,1
2015,Angra do Heroísmo,32,32,1,2,5,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,27,4,4,27,10,3,2,7,4,1,12,2,2,3,4,0,2,3,4,13,2,2,0,8,15,1,4,0,0,1
2015,Vila da Praia da Vitória,40,40,2,3,7,2,3,2,0,13,6,4,4,3,8,2,2,2,5,7,5,3,4,0,1,3,6,4,2,2,34,5,5,34,13,3,2,9,5,1,14,3,2,4,5,0,2,3,5,16,2,2,0,11,19,1,4,0,1,1
2015,Santa Cruz da Graciosa,46,46,2,3,8,3,4,2,0,15,7,5,5,4,10,3,2,3,6,8,5,3,5,0,2,4,7,5,3,2,39,6,6,39,15,4,2,10,5,1,17,3,2,5,6,0,3,4,5,19,3,3,0,12,22,1,5,0,1,1
2015,Calheta [R.A.A.],18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,6,1,1,2,2,0,1,1,2,7,1,1,0,5,9,0,2,0,0,0
2015,Velas,12,12,0,1,2,1,1,0,0,4,2,1,1,1,3,1,1,1,2,2,1,1,1,0,0,1,2,1,1,1,10,2,2,10,4,1,1,3,1,0,4,1,1,1,2,0,1,1,1,5,1,1,0,3,6,0,1,0,0,0
2015,Lajes do Pico,23,23,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0
2015,Madalena,29,29,1,2,5,2,2,1,0,10,5,3,3,2,6,2,1,2,4,5,3,2,3,0,1,3,4,3,2,1,25,4,4,25,9,2,2,6,3,1,10,2,2,3,4,0,2,2,3,12,2,2,0,8,14,1,3,0,0,1
2015,São Roque do Pico,27,27,1,2,5,2,2,1,0,9,4,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,24,4,3,23,9,2,1,6,3,1,10,2,1,3,4,0,2,2,3,11,2,2,0,7,13,1,3,0,0,1
2015,Horta,14,14,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,2,1,1,0,0,1,2,2,1,1,12,2,2,12,4,1,1,3,2,0,5,1,1,1,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0
2015,Lajes das Flores,23,23,1,1,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,8,2,1,2,3,0,1,2,3,10,1,1,0,6,11,0,3,0,0,1
2015,Santa Cruz das Flores,26,26,1,2,4,2,2,1,0,9,4,3,3,2,5,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,22,4,3,22,8,2,1,6,3,1,9,2,1,3,4,0,2,2,3,11,2,2,0,7,13,1,3,0,0,1
2015,Corvo,20,20,1,1,3,1,2,1,0,7,3,2,2,2,4,1,1,1,2,4,2,1,2,0,1,2,3,2,1,1,17,3,3,17,7,2,1,4,2,1,7,1,1,2,3,0,1,2,2,8,1,1,0,5,10,0,2,0,0,0
2015,Calheta [R.A.M.],38,38,2,2,6,2,3,1,0,13,6,4,4,3,8,2,2,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,3,2,8,4,1,14,3,2,4,5,0,2,3,4,16,2,2,0,10,18,1,4,0,0,1
2015,Câmara de Lobos,33,33,1,2,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,28,5,4,28,11,3,2,7,4,1,12,2,2,3,5,0,2,3,4,14,2,2,0,9,16,1,4,0,0,1
2015,Funchal,40,40,2,2,7,2,3,2,0,13,6,4,4,3,8,2,2,2,5,7,5,3,4,0,1,3,6,4,2,2,34,5,5,34,13,3,2,8,5,1,14,3,2,4,5,0,2,3,5,16,2,2,0,10,19,1,4,0,1,1
2015,Machico,9,9,0,1,2,1,1,0,0,3,1,1,1,1,2,1,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,0,2,1,0,3,1,0,1,1,0,1,1,1,4,1,1,0,2,4,0,1,0,0,0
2015,Ponta do Sol,22,22,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0
2015,Porto Moniz,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,1,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,0,5,1,1,2,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0
2015,Ribeira Brava,48,48,2,3,8,3,4,2,0,16,8,5,5,4,10,3,2,3,6,8,6,3,5,0,2,4,7,5,3,2,42,7,6,42,16,4,3,10,6,1,18,4,3,5,7,0,3,4,6,20,3,3,0,13,23,1,5,0,1,1
2015,Santa Cruz,29,29,1,2,5,2,2,1,0,10,5,3,3,2,6,2,1,2,4,5,3,2,3,0,1,3,4,3,2,1,25,4,4,25,10,2,2,6,3,1,11,2,2,3,4,0,2,2,3,12,2,2,0,8,14,1,3,0,0,1
2015,Santana,22,22,1,1,4,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,5,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,6,11,0,2,0,0,0
2015,São Vicente,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,1,0,1,1,2,2,1,1,13,2,2,12,5,1,1,3,2,0,5,1,1,2,2,0,1,1,2,6,1,1,0,4,7,0,2,0,0,0
2015,Porto Santo,12,12,0,1,2,1,1,0,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,4,1,1,1,2,0,1,1,1,5,1,1,0,3,6,0,1,0,0,0
2016,Arcos de Valdevez,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,2,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Caminha,32,32,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,4,2,2,28,4,4,28,10,3,2,6,4,1,11,2,2,3,4,0,1,3,4,13,2,2,0,5,11,0,2,0,0,0
2016,Melgaço,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Monção,22,22,1,1,3,1,1,1,0,7,3,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,8,1,1,0,3,7,0,2,0,0,0
2016,Paredes de Coura,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0
2016,Ponte da Barca,11,11,1,1,2,1,1,0,0,4,2,1,1,1,2,0,0,1,1,2,2,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,4,1,1,1,1,0,1,1,1,5,1,1,0,2,4,0,1,0,0,0
2016,Ponte de Lima,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0
2016,Valença,43,43,2,3,6,3,3,2,0,14,7,5,4,4,9,2,2,2,6,8,6,3,5,0,2,4,6,5,3,2,37,6,6,37,14,4,2,8,5,2,15,3,2,5,5,0,2,4,5,17,3,3,0,7,15,1,3,0,0,1
2016,Viana do Castelo,18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Vila Nova de Cerveira,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Amares,33,33,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,5,2,3,0,1,3,5,4,2,2,28,4,4,28,10,3,2,6,4,1,11,2,2,4,4,0,2,3,4,13,2,2,0,5,11,0,2,0,0,0
2016,Barcelos,15,15,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2016,Braga,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,34,5,5,34,13,4,2,7,4,1,14,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1
2016,Esposende,13,13,1,1,2,1,1,1,0,4,2,1,1,1,3,1,0,1,2,2,2,1,1,0,0,1,2,1,1,1,12,2,2,12,4,1,1,3,2,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,5,0,1,0,0,0
2016,Terras de Bouro,29,29,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0
2016,Vila Verde,24,24,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Cabeceiras de Basto,24,24,1,1,4,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,3,0,1,2,3,3,1,1,21,3,3,21,8,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Fafe,19,19,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Guimarães,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,4,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1
2016,Mondim de Basto,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Póvoa de Lanhoso,15,15,1,1,2,1,1,1,0,5,2,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2016,Vieira do Minho,18,18,1,1,3,1,1,1,0,6,3,2,2,2,4,1,1,1,2,3,3,1,2,0,1,2,3,2,1,1,16,3,2,16,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Vila Nova de Famalicão,18,18,1,1,3,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Vizela,16,16,1,1,2,1,1,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0
2016,Arouca,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0
2016,Espinho,30,30,2,2,4,2,2,1,0,10,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,25,4,4,25,9,3,2,5,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0
2016,Gondomar,10,10,1,1,1,1,1,0,0,3,2,1,1,1,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,1,2,1,0,3,1,0,1,1,0,0,1,1,4,1,1,0,2,3,0,1,0,0,0
2016,Maia,39,39,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,4,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1
2016,Matosinhos,37,37,2,2,5,2,3,1,0,12,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,5,4,2,2,32,5,5,32,12,3,2,7,4,1,13,3,2,4,5,0,2,3,4,15,2,2,0,6,13,0,3,0,0,0
2016,Oliveira de Azeméis,31,31,2,2,5,2,2,1,0,10,5,3,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,3,2,2,27,4,4,27,10,3,2,6,3,1,11,2,1,3,4,0,1,3,4,12,2,2,0,5,11,0,2,0,0,0
2016,Paredes,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0
2016,Porto,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Póvoa de Varzim,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Santa Maria da Feira,14,14,1,1,2,1,1,1,0,5,2,2,1,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,12,2,2,12,5,1,1,3,2,1,5,1,1,2,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2016,Santo Tirso,28,28,2,2,4,2,2,1,0,9,5,3,3,2,6,1,1,2,4,5,4,2,3,0,1,2,4,3,2,1,24,4,4,24,9,3,2,5,3,1,10,2,1,3,4,0,1,3,3,11,2,2,0,5,10,0,2,0,0,0
2016,São João da Madeira,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Trofa,9,9,0,1,1,1,1,0,0,3,1,1,1,1,2,0,0,1,1,2,1,1,1,0,0,1,1,1,1,0,8,1,1,8,3,1,0,2,1,0,3,1,0,1,1,0,0,1,1,4,1,1,0,1,3,0,1,0,0,0
2016,Vale de Cambra,17,17,1,1,2,1,1,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,5,2,1,3,2,1,6,1,1,2,2,0,1,2,2,7,1,1,0,3,6,0,1,0,0,0
2016,Valongo,21,21,1,1,3,1,1,1,0,7,3,2,2,2,4,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,8,1,1,0,3,7,0,2,0,0,0
2016,Vila do Conde,23,23,1,1,3,1,2,1,0,8,4,3,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,3,1,1,20,3,3,20,7,2,1,4,3,1,8,2,1,3,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Vila Nova de Gaia,32,32,2,2,5,2,2,1,0,11,5,4,3,3,7,1,1,2,4,6,4,2,3,0,1,3,5,4,2,2,27,4,4,27,10,3,2,6,4,1,11,2,2,3,4,0,1,3,4,13,2,2,0,5,11,0,2,0,0,0
2016,Boticas,38,38,2,2,6,2,3,1,0,13,6,4,4,3,8,1,1,2,5,7,5,3,4,0,1,3,6,4,2,2,33,5,5,33,12,3,2,7,4,1,13,3,2,4,5,0,2,3,5,15,2,2,0,6,13,0,3,0,0,1
2016,Chaves,22,22,1,1,3,1,2,1,0,7,4,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,8,2,1,2,3,0,1,2,3,9,1,1,0,4,8,0,2,0,0,0
2016,Montalegre,30,30,2,2,4,2,2,1,0,10,5,3,3,3,6,1,1,2,4,5,4,2,3,0,1,3,4,3,2,1,26,4,4,26,10,3,2,6,3,1,10,2,1,3,4,0,1,3,4,12,2,2,0,5,10,0,2,0,0,0
2016,Ribeira de Pena,22,22,1,1,3,1,1,1,0,7,3,2,2,2,5,1,1,1,3,4,3,2,2,0,1,2,3,2,1,1,19,3,3,19,7,2,1,4,2,1,7,2,1,2,3,0,1,2,3,9,1,1,0,3,7,0,2,0,0,0
